"filename", "language", "Shell Script", "JavaScript", "env", "JSON", "Solidity", "Markdown", "CSV", "HTML", "CSS", "XML", "Svelte", "comment", "blank", "total"
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/.prettierrc", "JSON", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/README.md", "Markdown", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 15, 39
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/package-lock.json", "JSON", 0, 0, 0, 7476, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7477
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/package.json", "JSON", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 1, 33
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/postcss.config.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/app.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 1, 6
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/app.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/FormProgress.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 16, 110
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/assets/svelte.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/assets/vite.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/component/Header.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 6, 18, 174
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/component/dash/DoctorChart.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 377, 33, 36, 446
